id,topico,subtopico,dificuldade_fase3,nota,stem,gemma2:2b,phi4-mini:latest,llama3.2:3b,n_modelos_corretos,dificuldade_estimada
2f51e62cdd-f0-d0-r6-q0,"Segurança Operacional, SGSO, Sistemas de Segurança e Gestão de Riscos",SGSO,Média,0.87,"Um FPSO prestes a iniciar operações deve entregar à ANP o DUM, a matriz de correlação e o relatório da concessão. A direção quer que esse esforço também reforce a governança do SGSO, clarificando funções e interfaces. Que abordagem melhor atende à fiscalização e, ao mesmo tempo, consolida a organização e as responsabilidades?",True,True,True,3,Fácil
2f51e62cdd-f0-d0-r6-q1,"Segurança Operacional, SGSO, Sistemas de Segurança e Gestão de Riscos",SGSO,Fácil,0.93,"Durante a revisão orçamentária de um FPSO, a alta gestão enfrenta restrições de caixa, mas deseja evidenciar compromisso com o SGSO. Qual decisão orçamentária melhor traduz esse compromisso de forma verificável?",True,True,True,3,Fácil
2f51e62cdd-f0-d0-r6-q2,"Segurança Operacional, SGSO, Sistemas de Segurança e Gestão de Riscos",SGSO,Média,0.92,"Após desvios operacionais sem lesões, a tripulação do FPSO relata medo de notificar quase-incidentes por percepção de punição. A gerência quer fortalecer a cultura de segurança e a comunicação no SGSO. Qual medida é mais consistente com esse objetivo?",False,False,True,1,Difícil
2f51e62cdd-f0-d0-r6-q3,"Segurança Operacional, SGSO, Sistemas de Segurança e Gestão de Riscos",SGSO,Média,0.91,Uma grande campanha de manutenção no FPSO será executada com várias contratadas. A gerência busca reduzir riscos de interface e assegurar conformidade com o SGSO. Qual abordagem de gestão de terceiros é mais alinhada às práticas esperadas?,True,True,True,3,Fácil
2f51e62cdd-f0-d0-r6-q4,"Segurança Operacional, SGSO, Sistemas de Segurança e Gestão de Riscos",SGSO,Média,0.92,"Após um ano de operação, os indicadores de segurança do FPSO estagnaram e há não conformidades recorrentes. A alta gestão deseja evidenciar governança e melhoria contínua no SGSO. Qual ação é mais apropriada?",True,True,True,3,Fácil
2f51e62cdd-f0-d0-r6-q5,"Segurança Operacional, SGSO, Sistemas de Segurança e Gestão de Riscos",SGSO,Média,0.92,"Um auditor interno identificou registros dispersos e lacunas na rastreabilidade de incidentes no FPSO. Para sustentar o SGSO e comprovar conformidade, qual desenho de gestão da informação é mais adequado?",True,True,True,3,Fácil
2f51e62cdd-f0-d0-r7-q0,"Segurança Operacional, SGSO, Sistemas de Segurança e Gestão de Riscos",SGSO,Média,0.94,"Durante a mobilização de um FPSO, a diretoria busca demonstrar adesão ao SGSO aproveitando programas já exigidos por regulamentos. Que decisão da alta gestão melhor materializa seu compromisso com a cultura de segurança e a implantação do SGSO?",True,True,True,3,Fácil
2f51e62cdd-f0-d0-r7-q1,"Segurança Operacional, SGSO, Sistemas de Segurança e Gestão de Riscos",SGSO,Média,0.91,"Uma equipe de gestão do FPSO precisa elaborar a matriz de correlação entre as práticas do SGSO e o sistema de gerenciamento da empresa antes do início das operações. Qual modo de trabalho produz um vínculo rastreável e passível de auditoria, coerente com a estrutura organizacional e com as práticas de liderança, pessoal e gestão?",True,True,True,3,Fácil
2f51e62cdd-f0-d0-r7-q2,"Segurança Operacional, SGSO, Sistemas de Segurança e Gestão de Riscos",SGSO,Média,0.91,"Em uma revisão de planejamento orçamentário, a gerência do FPSO identifica sobreposição entre práticas do SGSO e exigências regulatórias já atendidas. Considerando a necessidade de integração e melhoria contínua, qual plano de alocação de recursos é mais adequado?",True,True,True,3,Fácil
2f51e62cdd-f0-d0-r7-q4,"Segurança Operacional, SGSO, Sistemas de Segurança e Gestão de Riscos",SGSO,Média,0.91,"Durante uma campanha de manutenção no FPSO com grande presença de contratadas, a gerência deve garantir que o SGSO esteja efetivamente integrado nas interfaces de trabalho e na gestão de fatores humanos. Qual ação gerencial melhor atende a esse objetivo?",True,True,True,3,Fácil
2f51e62cdd-f0-d0-r7-q5,"Segurança Operacional, SGSO, Sistemas de Segurança e Gestão de Riscos",SGSO,Média,0.91,"À véspera do início de operação do FPSO, a companhia se prepara para uma verificação de conformidade. Considerando os requisitos de liderança, alocação de recursos, comunicação e cultura de segurança do SGSO, que conjunto de evidências reforça o comprometimento da alta gestão e a eficácia da estrutura organizacional?",True,True,True,3,Fácil
2f51e62cdd-f0-d0-r9-q1,"Segurança Operacional, SGSO, Sistemas de Segurança e Gestão de Riscos",SGSO,Média,0.91,"Diante do argumento de que diversas práticas do SGSO já constam em normas da ANP e de proposta de manter apenas compliance documental reduzindo capacitações e integração, qual decisão gerencial preserva eficiência sem perder desempenho?",True,True,True,3,Fácil
2f51e62cdd-f0-d0-r9-q2,"Segurança Operacional, SGSO, Sistemas de Segurança e Gestão de Riscos",SGSO,Média,0.89,"Durante a preparação dos documentos para início de operação de um FPSO, o time precisa construir a matriz de correlação e organizar o Descritivo da Unidade Marítima. Para fortalecer a comunicação e o controle internos, qual princípio de design do sistema de gestão é mais adequado?",False,True,False,1,Difícil
2f51e62cdd-f0-d0-r9-q3,"Segurança Operacional, SGSO, Sistemas de Segurança e Gestão de Riscos",SGSO,Média,0.92,"Em um FPSO, observou-se subnotificação de quase-acidentes e inconsistências no fechamento de ações corretivas. A gerência quer reforçar a cultura de segurança e a eficácia do SGSO. Qual abordagem é mais alinhada a esse propósito?",True,True,True,3,Fácil
2f51e62cdd-f0-d0-r9-q4,"Segurança Operacional, SGSO, Sistemas de Segurança e Gestão de Riscos",SGSO,Média,0.91,"Uma contratada de manutenção em um FPSO adota práticas internas distintas das do operador. Para assegurar alinhamento ao SGSO e tratar aspectos humanos nas interfaces, qual orientação gerencial é mais adequada?",True,True,True,3,Fácil
2f51e62cdd-f0-d0-r11-q0,"Segurança Operacional, SGSO, Sistemas de Segurança e Gestão de Riscos",SGSO,Média,0.95,"Na preparação para a entrada em operação de um FPSO, a gerência conclui que, como várias práticas do SGSO já aparecem em regulamentos existentes, o orçamento adicional para implementação pode ser reduzido ao mínimo. Qual avaliação é mais adequada?",True,True,True,3,Fácil
2f51e62cdd-f0-d0-r11-q1,"Segurança Operacional, SGSO, Sistemas de Segurança e Gestão de Riscos",SGSO,Média,0.9,"Durante a elaboração da matriz de correlação do SGSO para um FPSO, a equipe de compliance decide montá-la sem envolver operação, manutenção e supervisão de bordo, tratando o documento como um mapeamento regulatório genérico. Qual é o principal risco dessa abordagem?",True,True,True,3,Fácil
2f51e62cdd-f0-d0-r11-q5,"Segurança Operacional, SGSO, Sistemas de Segurança e Gestão de Riscos",SGSO,Média,0.93,"Em um FPSO, cresceram as notificações de desvios e quase acidentes, porém o tratamento das pendências é lento e o aprendizado gerado não é disseminado de forma uniforme entre equipes, turnos e funções. Que mudança mais fortalece o SGSO nesse quadro?",True,True,True,3,Fácil
2f51e62cdd-f0-d0-r12-q0,"Segurança Operacional, SGSO, Sistemas de Segurança e Gestão de Riscos",SGSO,Fácil,0.94,"Na preparação para o início de operação de um FPSO, a diretoria aprovou uma política de segurança e informou que a unidade já possui procedimentos operacionais consolidados. Na revisão do sistema, porém, verificou-se que não há definição explícita de quem responde por treinamento, auditorias, investigação de incidentes, manutenção da documentação e provisão de recursos para essas atividades. Qual avaliação é mais consistente com um SGSO eficaz?",True,True,True,3,Fácil
2f51e62cdd-f0-d0-r12-q1,"Segurança Operacional, SGSO, Sistemas de Segurança e Gestão de Riscos",SGSO,Média,0.95,"Durante uma parada programada de manutenção em um FPSO, haverá grande mobilização de empresas contratadas para trabalhos simultâneos. A gerência quer estruturar a interface com terceiros de forma aderente ao SGSO, reduzindo falhas de comunicação e riscos decorrentes de fatores humanos. Qual arranjo é mais apropriado?",True,True,True,3,Fácil
2f51e62cdd-f0-d0-r12-q2,"Segurança Operacional, SGSO, Sistemas de Segurança e Gestão de Riscos",SGSO,Média,0.92,"Uma operadora de FPSO identificou que boa parte de seus procedimentos já atende a exigências regulatórias semelhantes às práticas do SGSO, embora com nomenclaturas diferentes. A direção pretende evitar retrabalho na implantação. Qual estratégia tende a ser mais robusta do ponto de vista gerencial e de conformidade?",True,True,True,3,Fácil
2f51e62cdd-f0-d0-r13-q0,"Segurança Operacional, SGSO, Sistemas de Segurança e Gestão de Riscos",SGSO,Fácil,0.93,"Na preparação de um FPSO para início de operação, a diretoria informa que a política de segurança já existe e que a implementação do SGSO ficará concentrada na área de SMS offshore. Em uma auditoria, qual evidência indicaria aderência mais robusta ao princípio de compromisso e responsabilidade gerencial?",True,True,True,3,Fácil
2f51e62cdd-f0-d0-r13-q3,"Segurança Operacional, SGSO, Sistemas de Segurança e Gestão de Riscos",SGSO,Média,0.95,"Em um FPSO, ocorreram dois quase-acidentes semelhantes na área de utilidades: um com equipe própria e outro com contratada, em turnos diferentes. A investigação inicial mostra que a informação ficou restrita aos envolvidos imediatos e a ação corretiva não se disseminou. Sob a lógica do SGSO, qual ajuste tem maior potencial de evitar recorrência?",True,True,True,3,Fácil
2f51e62cdd-f0-d0-r13-q4,"Segurança Operacional, SGSO, Sistemas de Segurança e Gestão de Riscos",SGSO,Média,0.9,"Um FPSO apresenta registros completos de treinamentos obrigatórios, mas auditorias internas continuam identificando desvios repetitivos na execução de rotinas críticas e baixa qualidade nos reportes de quase-acidentes. A gerência conclui que o problema central está na cultura de segurança. Qual ação é mais coerente com essa leitura?",True,True,True,3,Fácil
2f51e62cdd-f0-d0-r13-q5,"Segurança Operacional, SGSO, Sistemas de Segurança e Gestão de Riscos",SGSO,Média,0.95,"Durante uma parada programada no FPSO, várias contratadas atuarão em paralelo. A operadora já verificou documentação de SMS na contratação e entende que isso atende à governança do SGSO para essas interfaces. Qual arranjo gerencial é mais consistente com o sistema?",True,True,True,3,Fácil
2f51e62cdd-f0-d0-r14-q0,"Segurança Operacional, SGSO, Sistemas de Segurança e Gestão de Riscos",SGSO,Média,0.95,"Na preparação do início de operação de um FPSO, a diretoria concluiu que várias práticas do SGSO já aparecem em regulamentos técnicos vigentes e propôs reduzir o orçamento da implantação para concentrá-lo na documentação inicial de conformidade. Qual avaliação é mais consistente com uma implementação eficaz do SGSO?",False,True,True,2,Média
2f51e62cdd-f0-d0-r14-q2,"Segurança Operacional, SGSO, Sistemas de Segurança e Gestão de Riscos",SGSO,Média,0.95,"Em um FPSO, um quase incidente durante uma atividade de manutenção contratada revelou falhas de comunicação entre a equipe embarcada e a contratada, além de dúvidas sobre quem deveria registrar e investigar o evento. Qual resposta gerencial tende a fortalecer mais o SGSO?",True,True,True,3,Fácil
